aardvark, ɑrdvɑrk, 'ɑrdˌvɑrk
actually, æktʃəwəli, 'æk tʃə wə li
actually, ækʃli, 'ækʃ li
actually, æktʃli, 'æktʃ li
actually, ækʃəli, 'æk ʃə li
actuarial, æktʃəwɛriəl, ˌæk tʃə'wɛ riəl
actuaries, æktʃəwɛriz, 'æk tʃəˌwɛ riz
actuary, æktʃəwɛri, 'æk tʃəˌwɛ ri
actuate, æktʃuwet, 'æk tʃuˌwet
actuator, æktjuetər, 'ækt juˌe tər
actuator, æktʃuetər, 'æk tʃuˌe tər
actuators, æktjuetərz, 'ækt juˌe tərz
actuators, æktʃuetərz, 'æk tʃuˌe tərz
acuity, əkjuəti, ə'kjuə ti
acumen, əkjumən, ə'kju mən
acupuncture, ækjupʌŋktʃər, 'æ kjuˌpʌŋk tʃər
acute, əkjut, ə'kjut
acutely, əkjutli, ə'kjut li
acuteness, əkjutnəs, ə'kjut nəs
acyclovir, əsɪklovɪr, ə'sɪ kloˌvɪr
ad, æd, æd
adage, ædədʒ, 'æ dədʒ
adage, ædɪdʒ, 'æ dɪdʒ
adagio, ədɑʒio, ə'dɑ ʒiˌo
adamant, ædəmənt, 'æ də mənt
adamantly, ædəməntli, 'æ də mənt li
adapt, ədæpt, ə'dæpt
adaptability, ədæptəbɪləti, əˌdæp tə'bɪ lə ti
adaptable, ədæptəbəl, ə'dæp tə bəl
adaptation, ædəpteʃən, ˌæ dəp'te ʃən
adaptations, ædæpteʃənz, ˌæ dæp'te ʃənz
adaptations, ædəpteʃənz, ˌæ dəp'te ʃənz
adapted, ədæptəd, ə'dæp təd
adapted, ədæptɪd, ə'dæp tɪd
adapter, ədæptər, ə'dæp tər
adapters, ədæptərz, ə'dæp tərz
adapting, ədæptɪŋ, ə'dæp tɪŋ
adaptive, ədæptɪv, ə'dæp tɪv
adaptor, ədæptər, ə'dæp tər
adaptors, ədæptərz, ə'dæp tərz
adapts, ədæpts, ə'dæpts
add, æd, æd
added, ædəd, 'æ dəd
added, ædɪd, 'æ dɪd
addendum, ədɛdəm, ə'dɛ dəm
adder, ædər, 'æ dər
addict, ədɪkt, ə'dɪkt
addict, ædɪkt, 'æˌdɪkt
addicted, ədɪktəd, ə'dɪk təd
addicted, ədɪktɪd, ə'dɪk tɪd
addicting, ədɪktɪŋ, ə'dɪk tɪŋ
addiction, ədɪkʃən, ə'dɪk ʃən
addictions, ədɪkʃənz, ə'dɪk ʃənz
addictive, ədɪktɪv, ə'dɪk tɪv
addicts, ədɪkts, ə'dɪkts
addicts, ædɪkts, 'æˌdɪkts
adding, ædɪŋ, 'æ dɪŋ
addition, ədɪʃən, ə'dɪ ʃən
additional, ədɪʃənəl, ə'dɪ ʃə nəl
additional, ədɪʃnəl, ə'dɪʃ nəl
additionally, ədɪʃənəli, ə'dɪ ʃə nə li
additionally, ədɪʃnəli, ə'dɪʃ nə li
additions, ədɪʃənz, ə'dɪ ʃənz
additive, ædətɪv, 'æ də tɪv
additive, ædɪtɪv, 'æ dɪ tɪv
additives, ædətɪvz, 'æ də tɪvz
additives, ædɪtɪvz, 'æ dɪ tɪvz
addle, ædəl, 'æ dəl
addled, ædəld, 'æ dəld
address, ædrɛs, 'æˌdrɛs
address, ədrɛs, ə'drɛs
addressable, ədrɛsəbəl, ə'drɛ sə bəl
addressed, ədrɛst, ə'drɛst
addressee, ædrɛsi, ˌæ drɛ'si
addresses, ædrɛsɪz, 'æ'drɛ sɪz
addresses, ədrɛsɪz, ə'drɛ sɪz
addressing, ədrɛsɪŋ, ə'drɛ sɪŋ
adds, ædz, ædz
adduct, ædəkt, 'æ dəkt
adenine, ædənin, 'æ dəˌnin
adenoid, ædənɔɪd, 'æ dəˌnɔɪd
adenoids, ædənɔɪdz, 'æ dəˌnɔɪdz
adenosine, ədɛnəsin, ə'dɛ nəˌsin
adenovirus, ədɛnəvaɪrəs, ə'dɛ nəˌvaɪ rəs
adept, ədɛpt, ə'dɛpt
adequacy, ædəkwəsi, 'æ də kwə si
adequate, ædəkwət, 'æ də kwət
adequate, ædəkwet, 'æ dəˌkwet
adequately, ædəkwətli, 'æ də kwət li
adequately, ædəkwɪtli, 'æ də kwɪt li
adhere, ədhɪr, əd'hɪr
adhered, ædhɪrd, æd'hɪrd
adherence, ədhɪrəns, əd'hɪ rəns
adherent, ədhɪrənt, əd'hɪ rənt
adherents, ædhɪrənts, æd'hɪ rənts
adheres, ədhɪrz, əd'hɪrz
adhering, ədhɪrɪŋ, əd'hɪ rɪŋ
adhesion, ædhiʒən, æd'hi ʒən
adhesive, ædhisɪv, æd'hi sɪv
adhesive, ədhisɪv, əd'hi sɪv
adhesives, ædhisɪvz, æd'hi sɪvz
adhesives, ədhisɪvz, əd'hi sɪvz
adieu, ədu, ə'du
adios, ɑdios, ˌɑ di'os
adipose, ædəpos, 'æ dəˌpos
adjacent, ədʒesənt, ə'dʒe sənt
adjective, ædʒɪktɪv, 'æ dʒɪk tɪv
adjectives, ædʒɪktɪvz, 'æ dʒɪk tɪvz
adjoin, ədʒɔɪn, ə'dʒɔɪn
adjoining, ədʒɔɪnɪŋ, ə'dʒɔɪ nɪŋ
adjoins, ədʒɔɪnz, ə'dʒɔɪnz
adjourn, ədʒɜrn, ə'dʒɜrn
adjourned, ədʒɜrnd, ə'dʒɜrnd
adjourning, ədʒɜrnɪŋ, ə'dʒɜr nɪŋ
adjournment, ədʒɜrnmənt, ə'dʒɜrn mənt
adjourns, ədʒɜrnz, ə'dʒɜrnz
adjudge, ədʒʌdʒ, ə'dʒʌdʒ
adjudged, ədʒʌdʒd, ə'dʒʌdʒd
adjudicate, ədʒudɪket, ə'dʒu dɪˌket
adjudicated, ədʒudəketɪd, ə'dʒu dəˌke tɪd
adjudicating, ədʒudɪketɪŋ, ə'dʒu dɪˌke tɪŋ
adjudication, ədʒudəkeʃən, əˌdʒu də'ke ʃən
adjunct, ædʒʌŋkt, 'æˌdʒʌŋkt
adjuncts, ædʒʌŋkts, 'æˌdʒʌŋkts
adjust, ədʒʌst, ə'dʒʌst
adjustable, ədʒʌstəbəl, ə'dʒʌ stə bəl
adjusted, ədʒʌstəd, ə'dʒʌ stəd
adjusted, ədʒʌstɪd, ə'dʒʌ stɪd
adjuster, ədʒʌstər, ə'dʒʌ stər
adjusters, ədʒʌstərz, ə'dʒʌ stərz
adjusting, ədʒʌstɪŋ, ə'dʒʌ stɪŋ
adjustment, ədʒʌstmənt, ə'dʒʌst mənt
adjustments, ədʒʌstmənts, ə'dʒʌst mənts
adjusts, ədʒʌsts, ə'dʒʌsts
adjusts, ədʒʌs, ə'dʒʌs
adjutant, ædʒətənt, 'æ dʒə tənt
adman, ædmən, 'æd mən
admen, ædmən, 'æd mən
administer, ədmɪnəstər, əd'mɪ nə stər
administered, ədmɪnəstərd, əd'mɪ nə stərd
administering, ædmɪnɪstərɪŋ, æd'mɪ nɪ stə rɪŋ
administers, ædmɪnɪstərz, æd'mɪ nɪ stərz
administrate, ædmɪnɪstret, æd'mɪ nɪˌstret
administrating, ədmɪnəstretɪŋ, əd'mɪ nəˌstre tɪŋ
administration, ædmɪnɪstreʃən, ædˌmɪ nɪ'stre ʃən
administrations, ædmɪnɪstreʃənz, ædˌmɪ nɪ'stre ʃənz
administrative, ədmɪnəstretɪv, əd'mɪ nəˌstre tɪv
administratively, ædmɪnəstretɪvli, ædˌmɪ nə'stre tɪv li
administrator, ədmɪnəstretər, əd'mɪ nəˌstre tər
administrators, ædmɪnɪstretərz, æd'mɪ nɪˌstre tərz
admirable, ædmərəbəl, 'æd mə rə bəl
admirable, ædmrəbəl, 'ædm rə bəl
admirably, ædmərəbli, 'æd mə rə bli
admiral, ædmərəl, 'æd mə rəl
admirals, ædmərəlz, 'æd mə rəlz
admiralty, ædmərəlti, 'æd mə rəl ti
admiration, ædməreʃən, ˌæd mə're ʃən
admirations, ædməreʃənz, ˌæd mə're ʃənz
admire, ædmaɪr, æd'maɪr
admired, ədmaɪərd, əd'maɪ ərd
admirer, ædmaɪrər, æd'maɪ rər
admirers, ədmaɪrərz, əd'maɪ rərz
admires, ædmaɪrz, æd'maɪrz
admiring, ædmaɪrɪŋ, æd'maɪ rɪŋ
admiringly, ædmaɪrɪŋli, æd'maɪ rɪŋ li
admissibility, ədmɪsəbɪləti, ədˌmɪ sə'bɪ lə ti
admissible, ədmɪsəbəl, əd'mɪ sə bəl
admission, ædmɪʃən, æd'mɪ ʃən
admission, ədmɪʃən, əd'mɪ ʃən
admissions, ædmɪʃənz, æd'mɪ ʃənz
admissions, ədmɪʃənz, əd'mɪ ʃənz
admit, ədmɪt, əd'mɪt
admits, ədmɪts, əd'mɪts
admittance, ədmɪtəns, əd'mɪ təns
admitted, ədmɪtəd, əd'mɪ təd
admittedly, ædmɪtɪdli, æd'mɪ tɪd li
admitting, ædmɪtɪŋ, æd'mɪ tɪŋ
admitting, ədmɪtɪŋ, əd'mɪ tɪŋ
admonish, ædmɑnɪʃ, æd'mɑ nɪʃ
admonished, ədmɑnɪʃt, əd'mɑ nɪʃt
admonishes, ædmɑnɪʃɪz, æd'mɑ nɪ ʃɪz
admonishing, ædmɑnɪʃɪŋ, æd'mɑ nɪ ʃɪŋ
admonishment, ædmɑnɪʃmɛnt, æd'mɑ nɪʃ mɛnt
admonition, ædmənɪʃən, ˌæd mə'nɪ ʃən
admonitions, ædmənɪʃənz, ˌæd mə'nɪ ʃənz
ado, ədu, ə'du
adobe, ədobi, ə'do bi
adolescence, ædəlɛsəns, ˌæ də'lɛ səns
adolescence, ædolɛsəns, ˌæ do'lɛ səns
adolescent, ædəlɛsənt, ˌæ də'lɛ sənt
adolescent, ædolɛsənt, ˌæ do'lɛ sənt
adolescents, ædəlɛsənts, ˌæ də'lɛ sənts
adolescents, ædolɛsənts, ˌæ do'lɛ sənts
adonis, ədɑnəs, ə'dɑ nəs
adopt, ədɑpt, ə'dɑpt
adoptable, ədɑptəbəl, ə'dɑp tə bəl
adopted, ədɑptəd, ə'dɑp təd
adoptee, ədɑpti, ə'dɑp'ti
adoptees, ədɑptiz, ə'dɑp'tiz
adopter, ədɑptər, ə'dɑp tər
adopters, ədɑptərz, ə'dɑp tərz
adopting, ədɑptɪŋ, ə'dɑp tɪŋ
adoption, ədɑpʃən, ə'dɑp ʃən
adoptions, ədɑpʃənz, ə'dɑp ʃənz
adoptive, ədɑptɪv, ə'dɑp tɪv
adopts, ədɑpts, ə'dɑpts
adorable, ədɔrəbəl, ə'dɔ rə bəl
adoration, ædəreʃən, ˌæ də're ʃən
adore, ədɔr, ə'dɔr
adored, ədɔrd, ə'dɔrd
adores, ədɔrz, ə'dɔrz
adoring, ədɔrɪŋ, ə'dɔ rɪŋ
adorn, ədɔrn, ə'dɔrn
adorned, ədɔrnd, ə'dɔrnd
adorning, ədɔrnɪŋ, ə'dɔr nɪŋ
adornment, ədɔrnmənt, ə'dɔrn mənt
adorns, ədɔrnz, ə'dɔrnz
adrenal, ədrinəl, ə'dri nəl
adrenaline, ədrɛnələn, ə'drɛ nə lən
adrift, ədrɪft, ə'drɪft
adroit, ədrɔɪt, ə'drɔɪt
adroitly, ədrɔɪtli, ə'drɔɪt li
ads, ædz, ædz
adulate, ædʒəlet, 'æ dʒəˌlet
adulation, ædʒəleʃən, ˌæ dʒə'le ʃən
adult, ədʌlt, ə'dʌlt
adult, ædəlt, 'æ dəlt
adulterate, ədʌltəret, ə'dʌl təˌret
adulterated, ədʌltəretɪd, ə'dʌl təˌre tɪd
adulterates, ədʌltərets, ə'dʌl təˌrets
adulteration, ədʌltəreʃən, əˌdʌl tə're ʃən
adulterer, ədʌltərər, ə'dʌl tə rər
adulterers, ədʌltərərz, ə'dʌl tə rərz
adulterous, ədʌltərəs, ə'dʌl tə rəs
adultery, ədʌltəri, ə'dʌl tə ri
adulthood, ədʌlthʊd, ə'dʌltˌhʊd
adults, ədʌlts, ə'dʌlts
adults, ædəlts, 'æ dəlts
advance, ədvæns, əd'væns
advanced, ədvænst, əd'vænst
advancement, ədvænsmənt, əd'væn smənt
advancements, ədvænsmənts, əd'væn smənts
advancer, ədvænsər, əd'væn sər
advancers, ədvænsərz, əd'væn sərz
advances, ədvænsəz, əd'væn səz
advances, ədvænsɪz, əd'væn sɪz
advancing, ədvænsɪŋ, əd'væn sɪŋ
advantage, ædvæntɪdʒ, æd'væn tɪdʒ
advantage, ədvæntɪdʒ, əd'væn tɪdʒ
advantage, ædvænɪdʒ, æd'væ nɪdʒ
advantage, ədvænədʒ, əd'væ nədʒ
advantaged, ædvæntɪdʒd, æd'væn tɪdʒd
advantaged, ədvæntɪdʒd, əd'væn tɪdʒd
advantaged, ædvænɪdʒd, æd'væ nɪdʒd
advantaged, ədvænɪdʒd, əd'væ nɪdʒd
advantageous, ædvəntedʒəs, ˌæd vən'te dʒəs
advantages, ædvæntɪdʒɪz, æd'væn tɪ dʒɪz
advantages, ədvæntɪdʒɪz, əd'væn tɪ dʒɪz
advantages, ædvænɪdʒɪz, æd'væ nɪ dʒɪz
advantages, ədvænɪdʒɪz, əd'væ nɪ dʒɪz
advection, ædvɛkʃən, æd'vɛk ʃən
advent, ædvɛnt, 'ædˌvɛnt
adventure, ædvɛntʃər, æd'vɛn tʃər
adventure, ədvɛntʃər, əd'vɛn tʃər
adventurer, ædvɛntʃərər, æd'vɛn tʃə rər
adventurer, ədvɛntʃərər, əd'vɛn tʃə rər
adventurers, ædvɛntʃərərz, æd'vɛn tʃə rərz
adventurers, ədvɛntʃərərz, əd'vɛn tʃə rərz
adventures, ædvɛntʃərz, æd'vɛn tʃərz
adventures, ədvɛntʃərz, əd'vɛn tʃərz
adventuresome, ædvɛntʃərsəm, æd'vɛn tʃər səm
adventuresome, ədvɛntʃərsəm, əd'vɛn tʃər səm
adventurism, ædvɛntʃərɪzəm, æd'vɛn tʃəˌrɪ zəm
adventurism, ədvɛntʃərɪzəm, əd'vɛn tʃəˌrɪ zəm
adventurous, ædvɛntʃərəs, æd'vɛn tʃə rəs
adventurous, ədvɛntʃərəs, əd'vɛn tʃə rəs
adverb, ædvərb, 'æd vərb
adverbial, ædvɜrbiəl, æd'vɜr biəl
adverbs, ædvərbz, 'æd vərbz
adversarial, ædvərsɛriəl, ˌæd vər'sɛ riəl
adversaries, ædvərsɛriz, 'æd vərˌsɛ riz
adversary, ædvərsɛri, 'æd vərˌsɛ ri
adverse, ædvɜrs, æd'vɜrs
adverse, ædvɜrs, 'ædˌvɜrs
adverse, ədvɜrs, əd'vɜrs
adversely, ædvɜrsli, æd'vɜrs li
adversity, ædvɜrsɪti, æd'vɜr sɪ ti
adversity, ədvɜrsɪti, əd'vɜr sɪ ti
advertise, ædvərtaɪz, 'æd vərˌtaɪz
advertised, ædvərtaɪzd, 'æd vərˌtaɪzd
advertised, ædvərtaɪzd, ˌæd vər'taɪzd
advertisement, ədvɜrtəzmənt, əd'vɜr təz mənt
advertisement, ædvərtaɪzmənt, ˌæd vər'taɪz mənt
advertisements, ædvərtaɪzmənts, 'æd vərˌtaɪz mənts
advertiser, ædvərtaɪzər, 'æd vərˌtaɪ zər
advertisers, ædvərtaɪzərz, 'æd vərˌtaɪ zərz
advertises, ædvərtaɪzɪz, 'æd vərˌtaɪ zɪz
advertising, ædvərtaɪzɪŋ, 'æd vərˌtaɪ zɪŋ
advertorial, ædvərtɔriəl, ˌæd vər'tɔ riəl
advertorials, ædvərtɔriəlz, ˌæd vər'tɔ riəlz
advice, ædvaɪs, æd'vaɪs
advice, ədvaɪs, əd'vaɪs
advisability, ædvaɪzəbɪlɪti, ˌædˌvaɪ zə'bɪ lɪ ti
advisable, ədvaɪzəbəl, əd'vaɪ zə bəl
advise, ædvaɪz, æd'vaɪz
advise, ədvaɪz, əd'vaɪz
advised, ædvaɪzd, æd'vaɪzd
advised, ədvaɪzd, əd'vaɪzd
advisedly, ædvaɪzədli, æd'vaɪ zəd li
advisedly, ədvaɪzədli, əd'vaɪ zəd li
advisement, ədvaɪzmənt, əd'vaɪz mənt
adviser, ædvaɪzər, æd'vaɪ zər
advisers, ædvaɪzərz, æd'vaɪ zərz
advises, ædvaɪzɪz, æd'vaɪ zɪz
advising, ædvaɪzɪŋ, æd'vaɪ zɪŋ
advisor, ædvaɪzər, æd'vaɪ zər
advisor, ədvaɪzər, əd'vaɪ zər
advisories, ədvaɪzəriz, əd'vaɪ zə riz
advisors, ædvaɪzərz, æd'vaɪ zərz
advisors, ədvaɪzərz, əd'vaɪ zərz
advisory, ædvaɪzəri, æd'vaɪ zə ri
advisory, ədvaɪzəri, əd'vaɪ zə ri
advocacy, ædvəkəsi, 'æd və kə si
advocate, ædvəkət, 'æd və kət
advocate, ædvəket, 'æd vəˌket
advocated, ædvəketəd, 'æd vəˌke təd
advocated, ædvəketɪd, 'æd vəˌke tɪd
advocates, ædvəkəts, 'æd və kəts
advocates, ædvəkets, 'æd vəˌkets
advocating, ædvəketɪŋ, 'æd vəˌke tɪŋ
advocation, ædvəkeʃən, ˌæd və'ke ʃən
adz, ædz, ædz
ae, e, e
aegis, idʒəs, 'i dʒəs
aerial, ɛriəl, 'ɛ riəl
aerials, ɛriəlz, 'ɛ riəlz
aerie, ɛri, 'ɛ ri
aero, ɛro, 'ɛ ro
aerobatic, ɛrəbætɪk, ˌɛ rə'bæ tɪk
aerobatics, ɛrəbætɪks, ˌɛ rə'bæ tɪks
aerobic, ɛrobɪk, ɛ'ro bɪk
aerobically, ɛrobɪkli, ɛ'ro bɪ kli
aerobics, ərobɪks, ə'ro bɪks
aerodrome, ɛrədrom, 'ɛ rəˌdrom
aerodromes, ɛrədromz, 'ɛ rəˌdromz
aerodynamic, ɛrodaɪnæmɪk, ˌɛ ro daɪ'næ mɪk
aerodynamically, ɛrodaɪnæmɪkli, ˌɛ ro daɪ'næ mɪ kli
aerodynamicist, ɛrodaɪnæmɪsɪst, ˌɛ ro daɪ'næ mɪ sɪst
aerodynamicists, ɛrodaɪnæmɪsɪsts, ˌɛ ro daɪ'næ mɪ sɪsts
aerodynamicists, ɛrodaɪnæmɪsɪs, ˌɛ ro daɪ'næ mɪ sɪs
aerodynamics, ɛrodaɪnæmɪks, ˌɛ ro daɪ'næ mɪks
aerodyne, ɛrədaɪn, 'ɛ rəˌdaɪn
aeronautic, ɛronɑtək, ˌɛ ro'nɑ tək
aeronautical, ɛronɑtəkəl, ˌɛ ro'nɑ tə kəl
aeronautical, ɛrənɑtəkəl, ˌɛ rə'nɑ tə kəl
aeronautics, ɛrənɔtɪks, ˌɛ rə'nɔ tɪks
aerosol, ɛrəsɑl, 'ɛ rəˌsɑl
aerosols, ɛrəsɑlz, 'ɛ rəˌsɑlz
aerospace, ɛrospes, 'ɛ roˌspes
aerostat, ɛrostæt, 'ɛ roˌstæt
aerostats, ɛrostæts, 'ɛ roˌstæts
aesthete, ɛsθit, 'ɛs θit
aesthetes, ɛsθits, 'ɛs θits
aesthetic, ɛsθɛtɪk, ɛs'θɛ tɪk
aesthetically, ɛsθɛtɪkli, ɛs'θɛ tɪ kli
aesthetics, ɛsθɛtɪks, ɛs'θɛ tɪks
afar, əfɑr, ə'fɑr
affable, æfəbəl, 'æ fə bəl
affably, æfəbli, 'æ fə bli
affair, əfɛr, ə'fɛr
affairs, əfɛrz, ə'fɛrz
affect, əfɛkt, ə'fɛkt
affectation, æfɛkteʃən, ˌæ fɛk'te ʃən
affected, əfɛktəd, ə'fɛk təd
affected, əfɛktɪd, ə'fɛk tɪd
affecting, əfɛktɪŋ, ə'fɛk tɪŋ
affection, əfɛkʃən, ə'fɛk ʃən
affectionate, əfɛkʃənət, ə'fɛk ʃə nət
affectionate, əfɛkʃənɪt, ə'fɛk ʃə nɪt
affectionately, əfɛkʃənətli, ə'fɛk ʃə nət li
affections, əfɛkʃənz, ə'fɛk ʃənz
affective, əfɛktɪv, ə'fɛk tɪv
affectively, əfɛktɪvli, ə'fɛk tɪv li
affects, əfɛkts, ə'fɛkts
afferent, æfərənt, 'æ fə rənt
affiant, æfiənt, 'æ fiənt
affidavit, æfədevət, ˌæ fə'de vət
affidavits, æfɪdevɪts, ˌæ fɪ'de vɪts
affiliate, əfɪliet, ə'fɪ liˌet
affiliate, əfɪliət, ə'fɪ liət
affiliated, əfɪlietəd, ə'fɪ liˌe təd
affiliated, əfɪlietɪd, ə'fɪ liˌe tɪd
affiliates, əfɪliəts, ə'fɪ liəts
affiliates, əfɪliets, ə'fɪ liˌets
affiliating, əfɪlietɪŋ, ə'fɪ liˌe tɪŋ
affiliation, əfɪlieʃən, əˌfɪ li'e ʃən
affiliations, əfɪlieʃənz, əˌfɪ li'e ʃənz
affine, əfaɪn, ə'faɪn
affined, əfaɪnd, ə'faɪnd
affines, əfaɪnz, ə'faɪnz
affinities, əfɪnətiz, ə'fɪ nə tiz
affinity, əfɪnəti, ə'fɪ nə ti
affinity, əfɪnɪti, ə'fɪ nɪ ti
affirm, əfɜrm, ə'fɜrm
affirmation, æfərmeʃən, ˌæ fər'me ʃən
affirmations, æfərmeʃənz, ˌæ fər'me ʃənz
affirmative, əfɜrmətɪv, ə'fɜr mə tɪv
affirmatively, əfɜrmətɪvli, ə'fɜr mə tɪv li
affirmed, əfɜrmd, ə'fɜrmd
affirming, əfɜrmɪŋ, ə'fɜr mɪŋ
affirms, əfɜrmz, ə'fɜrmz
affix, æfɪks, 'æ fɪks
affix, əfɪks, ə'fɪks
affixed, əfɪkst, ə'fɪkst
affixes, æfɪksɪz, 'æ fɪk sɪz
affixes, əfɪksɪz, ə'fɪk sɪz
affixing, əfɪksɪŋ, ə'fɪk sɪŋ
afflict, əflɪkt, əf'lɪkt
afflicted, əflɪktəd, əf'lɪk təd
afflicted, əflɪktɪd, əf'lɪk tɪd
afflicting, əflɪktɪŋ, əf'lɪk tɪŋ
affliction, əflɪkʃən, əf'lɪk ʃən
afflictions, əflɪkʃənz, əf'lɪk ʃənz
afflicts, əflɪkts, əf'lɪkts
affluence, æfluəns, 'æf luəns
affluent, æfluənt, 'æf luənt
afford, əfɔrd, ə'fɔrd
affordability, əfɔrdəbɪləti, əˌfɔr də'bɪ lə ti
affordable, əfɔrdəbəl, ə'fɔr də bəl
affordably, əfɔrdəbli, ə'fɔr də bli
afforded, əfɔrdəd, ə'fɔr dəd
affording, əfɔrdɪŋ, ə'fɔr dɪŋ
affords, əfɔrdz, ə'fɔrdz
affricate, æfrəkət, 'æf rə kət
affricates, æfrəkəts, 'æf rə kəts
affront, əfrʌnt, əf'rʌnt
affronted, əfrʌntɪd, əf'rʌn tɪd
affronting, əfrʌntɪŋ, əf'rʌn tɪŋ
affronts, əfrʌnts, əf'rʌnts
afghan, æfgæn, 'æfˌgæn
afghani, æfgɑni, æf'gɑ ni
afghanis, æfgæniz, æf'gæ niz
afghans, æfgænz, 'æfˌgænz
aficionado, əfiʃjənɑdo, əˌfiʃ jə'nɑˌdo
aficionados, əfɪʃənɑdoz, əˌfɪ ʃə'nɑ doz
afield, əfild, ə'fild
afire, əfaɪr, ə'faɪr
aflame, əflem, əf'lem
aflatoxin, æflətɑksɪn, ˌæf lə'tɑk sɪn
afloat, əflot, əf'lot
aflutter, əflʌtər, əf'lʌ tər
afoot, əfʊt, ə'fʊt
aforementioned, əfɔrmɛnʃənd, ə'fɔrˌmɛn ʃənd
aforesaid, əfɔrsɛd, ə'fɔrˌsɛd
aforethought, əfɔrθɑt, ə'fɔrˌθɑt
afoul, əfaʊl, ə'faʊl
afraid, əfred, əf'red
afresh, əfrɛʃ, əf'rɛʃ
aft, æft, æft
after, æftər, 'æf tər
afterburner, æftərbɜrnər, 'æf tərˌbɜr nər
afterburners, æftərbɜrnərz, 'æf tərˌbɜr nərz
aftereffect, æftərəfɛkt, 'æf tə rəˌfɛkt
aftereffects, æftərəfɛkts, 'æf tə rəˌfɛkts
afterglow, æftərglo, 'æf tərˌglo
afterglows, æftərgloz, 'æf tərˌgloz
afterimage, æftərɪmɪdʒ, 'æf təˌrɪ mɪdʒ
afterimages, æftərɪmɪdʒəz, 'æf təˌrɪ mɪ dʒəz
afterlife, æftərlaɪf, 'æf tərˌlaɪf
afterlives, æftərlaɪvz, 'æf tərˌlaɪvz
aftermarket, æftərmɑrkɪt, 'æf tərˌmɑr kɪt
aftermarkets, æftərmɑrkɪts, 'æf tərˌmɑr kɪts
aftermath, æftərmæθ, 'æf tərˌmæθ
aftermaths, æftərmæθs, 'æf tərˌmæθs
afternoon, æftərnun, ˌæf tər'nun
afternoons, æftərnunz, ˌæf tər'nunz
aftershave, æftərʃev, ˌæf tər'ʃev
aftershaves, æftərʃevz, ˌæf tər'ʃevz
aftershock, æftərʃɑk, 'æf tərˌʃɑk
aftershocks, æftərʃɑks, 'æf tərˌʃɑks
aftertaste, æftərtest, 'æf tərˌtest
aftertastes, æftərtests, 'æf tərˌtests
aftertastes, æftərtes, 'æf tərˌtes
aftertax, æftərtæks, 'æf tərˌtæks
afterthought, æftərθɑt, 'æf tərˌθɑt
afterthought, æftərθɔt, 'æf tərˌθɔt
afterthoughts, æftərθɑts, 'æf tərˌθɑts
afterthoughts, æftərθɔts, 'æf tərˌθɔts
afterward, æftərwərd, 'æf tər wərd
afterwards, æftərwərdz, 'æf tər wərdz
ag, æg, æg
ag, egi, 'e'gi
aga, ɑgə, 'ɑ gə
again, əgɛn, ə'gɛn
again, əgen, ə'gen
against, əgɛnst, ə'gɛnst
against, əgenst, ə'genst
agape, əgep, ə'gep
agar, egər, 'e gər
agate, ægət, 'æ gət
agates, ægəts, 'æ gəts
age, edʒ, edʒ
aged, edʒd, edʒd
aged, edʒɪd, 'e dʒɪd
agee, edʒi, 'e'dʒi
ageless, edʒləs, 'edʒ ləs
agencies, edʒənsiz, 'e dʒən siz
agency, edʒənsi, 'e dʒən si
agenda, ədʒɛndə, ə'dʒɛn də
agendas, ədʒɛndəz, ə'dʒɛn dəz
agent, edʒənt, 'e dʒənt
agents, edʒənts, 'e dʒənts
ager, edʒər, 'e dʒər
ageratum, ədʒɛrətəm, ə'dʒɛ rə təm
ageratums, ədʒɛrətəmz, ə'dʒɛ rə təmz
agers, edʒərz, 'e dʒərz
ages, edʒəz, 'e dʒəz
ages, edʒɪz, 'e dʒɪz
aggie, ægi, 'æ gi
aggies, ægiz, 'æ giz
agglomerate, əglɑməret, ə'glɑ məˌret
agglomeration, əglɑməreʃən, əˌglɑ mə're ʃən
agglutinate, əglutɪnet, ə'glu tɪˌnet
aggrandize, əgrændaɪz, ə'grænˌdaɪz
aggrandizement, ægrəndaɪzmənt, 'æ grənˌdaɪz mənt
aggrandizement, əgrændaɪzmənt, ə'grænˌdaɪz mənt
aggrandizing, ægrəndaɪzɪŋ, 'æ grənˌdaɪ zɪŋ
aggrandizing, əgrændaɪzɪŋ, ə'grænˌdaɪ zɪŋ
aggravate, ægrəvet, 'æ grəˌvet
aggravated, ægrəvetəd, 'æ grəˌve təd
aggravated, ægrəvetɪd, 'æ grəˌve tɪd
aggravates, ægrəvets, 'æ grəˌvets
aggravating, ægrəvetɪŋ, 'æ grəˌve tɪŋ
aggravation, ægrəveʃən, ˌæ grə've ʃən
aggregate, ægrəgət, 'æ grə gət
aggregate, ægrəgɪt, 'æ grə gɪt
aggregate, ægrəget, 'æ grə get
aggregated, ægrəgetəd, 'æ grəˌge təd
aggregates, ægrəgɪts, 'æ grə gɪts
aggregates, ægrəgets, 'æ grə gets
aggress, əgrɛs, ə'grɛs
aggression, əgrɛʃən, ə'grɛ ʃən
aggressions, əgrɛʃənz, ə'grɛ ʃənz
aggressive, əgrɛsɪv, ə'grɛ sɪv
aggressively, əgrɛsɪvli, ə'grɛ sɪv li
aggressiveness, əgrɛsɪvnəs, ə'grɛ sɪv nəs
aggressivity, əgrɛsɪvɪti, ə grɛ'sɪ vɪ ti
